100 241 s
101 201 n
102 262 s
103 217 f
104 223 s
105 250 s
106 243 s
107 259 s
108 264 s
109 269 s
110 295 s
111 257 s
112 229 n
113 280 s
114 289 s
115 278 s
116 309 s
117 301 s
118 309 s
119 311 s
120 290 s
121 295 s
122 346 s
123 258 f
124 317 s
125 332 s
126 299 s
127 293 s
128 322 s
129 297 s
130 338 s
131 309 s
132 335 s
133 326 s
134 348 s
135 306 s
136 309 s
137 301 f
138 345 s
139 348 s
140 337 s
141 359 s
142 367 s
143 318 s
144 308 s
145 371 s
146 376 s
147 375 s
148 363 s
149 368 s
150 352 s
151 336 s
152 379 s
153 400 s
154 407 s
155 390 s
156 400 s
157 370 s
158 414 s
159 405 s
160 411 s
161 428 s
162 431 s
163 422 s
164 398 s
165 445 s
166 393 s
167 470 s
168 439 s
169 401 s
170 407 s
171 429 s
172 460 s
173 405 s
174 460 s
175 436 s
176 456 s
177 420 s
178 422 s
179 446 s
180 466 s
181 357 n
182 436 s
183 477 s
184 494 s
185 502 s
186 430 s
187 411 s
188 483 s
189 482 s
190 484 s
191 485 s
192 507 s
193 480 s
194 511 s
195 480 s
196 509 s
197 485 s
198 482 s
199 471 s
200 508 s
201 469 s
202 469 s
203 568 s
204 573 s
205 481 s
206 419 n
207 551 s
208 546 s
209 560 s
210 563 s
211 536 s
212 552 s
213 542 s
214 453 s
215 612 s
216 589 s
217 529 s
218 590 s
219 499 s
220 611 s
221 589 s
222 540 s
223 544 s
224 603 s
225 530 s
226 562 s
227 611 s
228 616 s
229 586 s
230 629 s
231 634 s
232 596 s
233 611 s
234 659 s
235 585 s
236 567 s
237 592 s
238 660 s
239 493 n
240 638 s
241 674 s
242 581 s
243 645 s
244 682 s
245 536 f
246 701 s
247 604 s
248 630 s
249 640 s
250 603 s
251 665 s
252 664 s
253 640 s
254 620 s
255 684 s
256 691 s
257 725 s
258 619 s
259 707 s
260 613 s
261 640 s
262 704 s
263 611 s
264 701 s
265 646 s
266 687 s
267 624 s
268 646 s
269 684 s
270 754 s
271 726 s
272 696 s
273 752 s
274 727 s
275 757 s
276 698 s
277 668 s
278 746 s
279 660 s
280 788 s
281 775 s
282 811 s
283 750 s
284 678 s
285 810 s
286 781 s
287 740 s
288 725 s
289 684 s
290 671 s
291 779 s
292 825 s
293 800 s
294 713 s
295 752 s
296 776 s
297 835 s
298 757 s
299 825 s
300 783 s
301 807 s
302 721 s
303 787 s
304 846 s
305 840 s
306 771 s
307 851 s
308 787 s
309 877 s
310 807 s
311 858 s
312 727 s
313 890 s
314 758 s
315 859 s
316 894 s
317 905 s
318 922 s
319 910 s
320 819 s
321 931 s
322 904 s
323 944 s
324 892 s
325 917 s
326 832 s
327 919 s
328 855 s
329 865 s
330 815 s
331 839 s
332 767 f
333 740 s
334 846 s
335 953 s
336 923 s
337 982 s
338 911 s
339 956 s
340 929 s
341 893 s
342 945 s
343 924 s
344 996 s
345 938 s
346 942 s
347 832 s
348 934 s
349 990 s
350 952 s
351 939 s
352 756 f
353 949 s
354 961 s
355 950 s
356 979 s
357 857 s
358 1022 s
359 1001 s
360 917 s
361 953 s
362 1011 s
363 1033 s
364 1022 s
365 1028 s
366 1031 s
367 963 s
368 916 s
369 973 s
370 981 s
371 1075 s
372 985 s
373 1029 s
374 1013 s
375 912 s
376 987 s
377 1086 s
378 1002 s
379 1071 s
380 1099 s
381 1052 s
382 1115 s
383 1061 s
384 1072 s
385 1131 s
386 1108 s
387 979 s
388 1115 s
389 1101 s
390 1044 s
391 1072 s
392 1085 s
393 1027 s
394 1044 s
395 1109 s
396 1105 s
397 1073 s
398 995 s
399 1139 s
400 1172 s
401 1059 s
402 1094 s
403 1078 s
404 1086 s
405 1174 s
406 1016 f
407 1134 s
408 1097 s
409 978 s
410 1143 s
411 1095 s
412 1170 s
413 1174 s
414 1182 s
415 1084 s
416 1167 s
417 1197 s
418 1161 s
419 1230 s
420 1225 s
421 1132 s
422 1083 s
423 1232 s
424 1225 s
425 1081 s
426 1187 s
427 1149 s
428 1153 s
429 1216 s
430 1249 s
431 1239 s
432 1153 s
433 1221 s
434 1189 s
435 1217 s
436 1239 s
437 1248 s
438 1237 s
439 1230 s
440 1236 s
441 1229 s
442 1157 s
443 1286 s
444 1279 s
445 1247 s
446 1201 s
447 1232 s
448 1148 s
449 1255 s
450 1050 f
451 1223 s
452 1298 s
453 1323 s
454 1289 s
455 1221 s
456 1294 s
457 1319 s
458 1279 s
459 1294 s
460 1312 s
461 1293 s
462 1143 s
463 1197 s
464 1342 s
465 1312 s
466 1373 s
467 1299 s
468 1323 s
469 1342 s
470 1167 s
471 1231 s
472 1314 s
473 1145 s
474 1360 s
475 1336 s
476 1168 s
477 1324 s
478 1379 s
479 1391 s
480 1399 s
481 1309 s
482 1344 s
483 1310 s
484 1351 s
485 1320 s
486 1423 s
487 1360 s
488 1430 s
489 1382 s
490 1280 s
491 1428 s
492 1409 s
493 1276 s
494 1428 s
495 1422 s
496 1299 s
497 1337 s
498 1421 s
499 1242 s
500 1448 s
